order_id,customer_id,customer_name,restaurant,items,order_total,delivery_minutes,rating,coupon_code,status,order_date,date_format
ORD-3831,CUST-528,Ruxandra Mihail,Salad Station,Greek Salad|Fresh Juice|Fruit Cup,47 RON,,,,cancelled,2026-04-08,YYYY-MM-DD
ORD-3832,CUST-547,Laura Constantinescu,Pasta Paradise,Spaghetti Carbonara,38 RON,36,5,,completed,2026-05-01,YYYY-MM-DD
ORD-3833,CUST-523,Elena Radu,Taco Fiesta,Nachos|Guacamole,-10 RON,22,2,,completed,2026-04-01,YYYY-MM-DD
ORD-3834,CUST-549,Ana Popescu,Wok Express,Dumplings|Fried Rice|Spring Rolls,48 RON,22,5,WELCOME10,completed,2026-04-06,YYYY-MM-DD
ORD-3835,CUST-542,Ioana Marin,Pasta Paradise,Spaghetti Carbonara|Fettuccine Alfredo|Garlic Bread,86 RON,47,3,WELCOME10,completed,2026-04-09,YYYY-MM-DD
ORD-3836,CUST-549,Maria Popa,Curry Corner,Chicken Tikka,32 RON,32,4,,completed,2026-04-25,YYYY-MM-DD
ORD-3837,CUST-501,Laura Constantinescu,pasta paradise,  Spaghetti Carbonara  |Garlic Bread ,50 RON,32,4,, completed,2026-04-25,YYYY-MM-DD
ORD-3838,CUST-515,Mihai Ionescu,PASTA PARADISE ,Tiramisu ,  18  ,59,2, SAVE20,lost,not-a-date,invalid
ORD-3839,CUST-535,Ana Popescu,Sushi House,Green Tea|Tuna Roll|Sashimi Platter,66 RON,54,,FIRSTORDER,completed,2026-04-14,YYYY-MM-DD
ORD-3840,CUST-537,Alexandru Dumitru,Burger Planet,Double Burger|Cola|Milkshake,55 RON,24,3,,completed,2026-04-07,YYYY-MM-DD
ORD-3841,CUST-509,Mihai Ionescu,Pizza Palace,Pepperoni Pizza|Cola,48 RON,57,5,,completed,2026-04-12,YYYY-MM-DD
ORD-3842,CUST-502,,Wok Express,Dumplings,16 RON,49,2,,completed,2026-04-14,YYYY-MM-DD
ORD-3843,CUST-541,Bogdan Florea,Taco Fiesta,Chicken Taco,14 RON,57,2,,completed,2026-04-01,YYYY-MM-DD
ORD-3844,CUST-506,Ioana Marin,Pizza Palace,Breadsticks|Caesar Salad|Margherita Pizza,67 RON,50,5,,completed,2026-04-17,YYYY-MM-DD
ORD-3845,CUST-515,Ana Popescu,Sushi House,Edamame,12 RON,0,3,,completed,2026-04-26,YYYY-MM-DD
ORD-3846,CUST-543,Diana Voinea,BBQ Barn,Pulled Pork|Iced Tea|Coleslaw,58 RON,33,2,WELCOME10,completed,2026-04-24,YYYY-MM-DD
ORD-3847,CUST-532,Ioana Marin,Wok Express,Fried Rice|Green Tea|Kung Pao Chicken,57 RON,28,3,,completed,2026-04-26,YYYY-MM-DD
ORD-3848,CUST-511,Vlad Dima,Dessert Den,Coffee|Cheesecake,28 RON,30,,,completed,2026-04-28,YYYY-MM-DD
ORD-3849,CUST-539,Bogdan Florea,Salad Station,Caesar Salad|Fresh Juice,,,,LOYALTY5,cancelled,2026-04-08,YYYY-MM-DD
ORD-3850,CUST-505,Carmen Ungureanu,Wok Express,Dumplings,16 RON,49,2,,completed,2026-04-15,YYYY-MM-DD
ORD-3851,CUST-540,Ana Popescu,Salad Station,Caesar Salad|Fresh Juice,34 RON,,,,cancelled,2026-04-17,YYYY-MM-DD
ORD-3852,CUST-546,Carmen Ungureanu,Salad Station,Caesar Salad|Greek Salad,42 RON,59,3,,completed,2026-04-04,YYYY-MM-DD
ORD-3853,CUST-511,Maria Popa, Taco Fiesta ,  Beef Taco  |Chicken Taco,  29  ,-12,3,,completed,2026-04-03,YYYY-MM-DD
ORD-3854,CUST-545,,Sushi House,Green Tea,5 RON,54,5,,completed,2026-04-19,YYYY-MM-DD
ORD-3855,CUST-501,Vlad Dima,BBQ Barn,Iced Tea|Pulled Pork|BBQ Ribs,103 RON,20,5,FIRSTORDER,completed,2026-04-20,YYYY-MM-DD
ORD-3856,CUST-511,Andrei Stan,BBQ Barn,Coleslaw,10 RON,51,,,cancelled,2026-04-08,YYYY-MM-DD
ORD-3857,CUST-519,Mihai Ionescu,Pasta Paradise,Fettuccine Alfredo,36 RON,58,2,,completed,2026-04-25,YYYY-MM-DD
ORD-3858,CUST-507,Laura Constantinescu,Taco Fiesta,Beef Taco|Guacamole|Nachos,45 RON,27,,,completed,2026-04-21,YYYY-MM-DD
ORD-3859,CUST-538,Laura Constantinescu,Curry Corner,Lamb Biryani|Naan Bread,46 RON,27,5,FIRSTORDER,completed,2026-04-07,YYYY-MM-DD
ORD-3860,CUST-504,Bogdan Florea,Pizza Palace,Garlic Dip|Cola,16 RON,51,,,completed,2026-04-09,YYYY-MM-DD
ORD-3861,CUST-513,Bogdan Florea,BBQ Barn,Coleslaw|BBQ Ribs|Pulled Pork,107 RON,51,5,,completed,2026-04-08,YYYY-MM-DD
ORD-3862,CUST-506,Ruxandra Mihail,Burger Planet,Fries,12 RON,60,3,,completed,2026-04-08,YYYY-MM-DD
ORD-3863,CUST-524,Andrei Stan, Pizza Palace , Margherita Pizza, 35 ,50,5,,,14-04-2026,DD-MM-YYYY
ORD-3864,CUST-534,Bogdan Florea,Pizza Palace,Pepperoni Pizza,40 RON,-12,2,,completed,2026-04-21,YYYY-MM-DD
ORD-3865,CUST-541,Alexandru Dumitru,Curry Corner,Mango Lassi|Chicken Tikka|Samosa,54 RON,27,2,,completed,2026-04-01,YYYY-MM-DD
ORD-3866,CUST-520,Vlad Dima,Curry Corner,Lamb Biryani,38 RON,50,,,cancelled,2026-04-08,YYYY-MM-DD
ORD-3867,CUST-524,Diana Voinea,Wok Express,Spring Rolls|Green Tea,19 RON,24,5,,completed,2026-04-26,YYYY-MM-DD
ORD-3868,CUST-532,Mihai Ionescu,Wok Express,Fried Rice|Green Tea,23 RON,-12,2,,completed,2026-04-03,YYYY-MM-DD
ORD-3869,CUST-502,Elena Radu,Wok Express,Kung Pao Chicken|Dumplings,50 RON,,4,,completed,2026-04-02,YYYY-MM-DD
ORD-3870,CUST-544,Cristian Matei,Curry Corner,Chicken Tikka,32 RON,59,5,,completed,2026-04-15,YYYY-MM-DD
ORD-3871,CUST-516,Alexandru Dumitru,Burger Planet,Cola|Fries,20 RON,50,,,completed,2026-04-09,YYYY-MM-DD
ORD-3872,CUST-512,Ruxandra Mihail,Burger Planet,Fries|Double Burger,44 RON,42,2,,completed,2026-04-22,YYYY-MM-DD
ORD-3873,CUST-550,Mihai Ionescu,Dessert Den,Ice Cream Sundae,18 RON,41,5,,completed,2026-04-20,YYYY-MM-DD
ORD-3874,CUST-509,Bogdan Florea,Burger Planet,Onion Rings|Cheeseburger|Cola,N/A,49,,,completed,2026-04-20,YYYY-MM-DD
ORD-3875,CUST-530,Bogdan Florea,Pizza Palace,Pepperoni Pizza,40 RON,24,3,SUPERFREE,completed,2026-04-28,YYYY-MM-DD
ORD-3876,CUST-506,Cristian Matei,Dessert Den,Chocolate Cake,22 RON,36,1,,completed,2026-04-20,YYYY-MM-DD
ORD-3877,CUST-508,Ioana Marin,Curry Corner,Naan Bread,8 RON,not-a-number,,,completed,2026-04-11,YYYY-MM-DD
ORD-3878,CUST-543,Ana Popescu,Pizza Palace,Breadsticks|Cola,18 RON,,,WELCOME10,refunded,2026-04-29,YYYY-MM-DD
ORD-3879,CUST-506,Ruxandra Mihail,Salad Station,Quinoa Bowl|Fresh Juice|Caesar Salad,62 RON,32,2,,completed,2026-04-20,YYYY-MM-DD
ORD-3880,CUST-541,Stefan Iorga,Burger Planet,Double Burger|Cheeseburger|Milkshake,72 RON,29,2,,completed,2026-04-25,YYYY-MM-DD
ORD-3881,CUST-541,Mihai Ionescu,Salad Station,Caesar Salad|Fresh Juice,34 RON,38,5,,completed,2026-05-01,YYYY-MM-DD
ORD-3882,CUST-523,Mihai Ionescu,Dessert Den,Cheesecake|Brownie,35 RON,fast,5,,completed,2026-04-02,YYYY-MM-DD
ORD-3883,CUST-512,Ruxandra Mihail,Curry Corner,Mango Lassi|Chicken Tikka|Samosa,54 RON,57,1,,completed,2026-04-23,YYYY-MM-DD
ORD-3884,CUST-518,Andrei Stan,dessert den,  Chocolate Cake  ,22 RON,39,4,, completed,04/04/2026,MM/DD/YYYY
ORD-3885,CUST-546,Bogdan Florea,Wok Express,Spring Rolls|Dumplings|Fried Rice,48 RON,55,,,completed,2026-04-21,YYYY-MM-DD
ORD-3886,CUST-528,Maria Popa,Sushi House,Green Tea|Sashimi Platter,50 RON,54,3,WELCOME10,completed,2026-04-23,YYYY-MM-DD
ORD-3887,CUST-506,Alexandru Dumitru,Pizza Palace,Pepperoni Pizza|Caesar Salad|Cola,70 RON,20,2,SUPERFREE,completed,2026-04-25,YYYY-MM-DD
ORD-3888,CUST-501,Ana Popescu,Curry Corner,Samosa,10 RON,36,2,,completed,2026-04-01,YYYY-MM-DD
ORD-3889,CUST-524,Ruxandra Mihail,Pizza Palace,Margherita Pizza|Cola|Breadsticks,53 RON,60,1,,completed,2026-04-23,YYYY-MM-DD
ORD-3890,CUST-506,Ioana Marin,Salad Station,Quinoa Bowl|Caesar Salad,50 RON,not-a-number,1,LOYALTY5,completed,2026-04-06,YYYY-MM-DD
ORD-3891,CUST-507,Elena Radu,  dessert den  ,coffee, 8 ,51,2,,completed,2026/04/10,YYYY/MM/DD
ORD-3892,CUST-532,Diana Voinea,Burger Planet,Fries|Chicken Burger,40 RON,34,,SUPERFREE,completed,2026-04-28,YYYY-MM-DD
ORD-3893,CUST-542,Cristian Matei,BBQ Barn,Coleslaw,10 RON,55,5,,completed,2026-04-05,YYYY-MM-DD
ORD-3894,CUST-529,Vlad Dima,Sushi House,Green Tea|Edamame|Salmon Roll,35 RON,,3,,completed,2026-05-01,YYYY-MM-DD
ORD-3895,CUST-514,Cristian Matei,Pizza Palace,Caesar Salad,22 RON,25,,,completed,2026-04-23,YYYY-MM-DD
ORD-3896,CUST-528,Maria Popa,Taco Fiesta,Chicken Taco|Nachos,,53,,,refunded,2026-04-27,YYYY-MM-DD
ORD-3897,CUST-504,Mihai Ionescu,Taco Fiesta,Beef Taco|Salsa|Limeade,28 RON,49,,SUPERFREE,completed,2026-04-10,YYYY-MM-DD
ORD-3898,CUST-550,Cristian Matei,WOK EXPRESS ,  Spring Rolls  ,14.00RON,29,5,,COMPLETED,2026-04-06,YYYY-MM-DD
ORD-3899,CUST-535,Ioana Marin,Salad Station,Caesar Salad,22 RON,24,3,,completed,2026-04-29,YYYY-MM-DD
ORD-3900,CUST-501,Alexandru Dumitru,Pasta Paradise,Mineral Water|Fettuccine Alfredo|Garlic Bread,53 RON,28,five,,completed,2026-04-03,YYYY-MM-DD
ORD-3901,CUST-504,Cristian Matei,Pizza Palace,Caesar Salad|Margherita Pizza,57 RON,29,,,completed,2026-04-12,YYYY-MM-DD
ORD-3902,CUST-511,Ana Popescu,Pasta Paradise,Tiramisu|Mineral Water|Spaghetti Carbonara,61 RON,fast,4,,completed,2026-04-08,YYYY-MM-DD
ORD-3903,CUST-511,Laura Constantinescu,BBQ Barn,Coleslaw|Iced Tea|BBQ Ribs,,27,,FIRSTORDER,cancelled,2026-04-10,YYYY-MM-DD
ORD-3904,CUST-507,Vlad Dima,Burger Planet,Chicken Burger,N/A,23,4,,completed,2026-04-23,YYYY-MM-DD
ORD-3905,CUST-539,Diana Voinea,Wok Express,Fried Rice,18 RON,,,SUPERFREE,refunded,2026-05-01,YYYY-MM-DD
ORD-3906,CUST-539,Cristian Matei,Dessert Den,Brownie,15 RON,40,,,refunded,2026-04-07,YYYY-MM-DD
ORD-3907,CUST-516,Ruxandra Mihail,SUSHI HOUSE,Edamame,  12  ,20,5,,COMPLETED,04/14/2026,MM/DD/YYYY
ORD-3908,CUST-533,Andrei Stan,  pasta paradise  ,tiramisu,18.00RON,fast,2,, completed,04/24/2026,MM/DD/YYYY
ORD-3909,CUST-536,Cristian Matei,Curry Corner,Lamb Biryani,38 RON,31,,,completed,2026-04-08,YYYY-MM-DD
ORD-3910,CUST-550,Carmen Ungureanu,Wok Express,Kung Pao Chicken,34 RON,55,,SAVE20,completed,2026-04-29,YYYY-MM-DD
ORD-3911,CUST-507,Laura Constantinescu,Pizza Palace,Caesar Salad,-10 RON,32,4,,completed,2026-04-30,YYYY-MM-DD
ORD-3912,CUST-508,Alexandru Dumitru,Pasta Paradise,Spaghetti Carbonara|Mineral Water,43 RON,42,4,,completed,2026-04-14,YYYY-MM-DD
ORD-3913,CUST-514,Alexandru Dumitru,Pizza Palace,Garlic Dip|Breadsticks,18 RON,59,,,completed,2026-04-10,YYYY-MM-DD
ORD-3914,CUST-550,Ioana Marin,Salad Station,Fruit Cup|Quinoa Bowl,43 RON,42,1,,completed,2026-04-16,YYYY-MM-DD
ORD-3915,CUST-517,Mihai Ionescu,Burger Planet,Double Burger,32 RON,42,4,SUPERFREE,completed,2026-04-17,YYYY-MM-DD
ORD-3916,CUST-550,Alexandru Dumitru, Dessert Den , Chocolate Cake|Cheesecake,N/A,42,, SAVE20, completed,not-a-date,invalid
ORD-3917,CUST-520,Mihai Ionescu,Burger Planet,Fries,12 RON,26,1,,completed,2026-04-15,YYYY-MM-DD
ORD-3918,CUST-520,Maria Popa,SALAD STATION ,greek salad, 20 ,45,1, SAVE20,completed,04/14/2026,MM/DD/YYYY
ORD-3919,CUST-533,Ruxandra Mihail,Burger Planet,Milkshake|Cola,23 RON,268,1,,completed,2026-04-15,YYYY-MM-DD
ORD-3920,CUST-534,Alexandru Dumitru,curry corner,  Lamb Biryani  |  Chicken Tikka  |naan bread,78 ron,57,,,refunded,04/24/2026,MM/DD/YYYY
ORD-3921,CUST-517,Bogdan Florea,Wok Express,Green Tea,5 RON,50,1,,completed,2026-04-30,YYYY-MM-DD
ORD-3922,CUST-521,Ana Popescu,Pizza Palace,Pepperoni Pizza,40 RON,,,,refunded,2026-04-18,YYYY-MM-DD
ORD-3923,CUST-525,Maria Popa,Sushi House,Sashimi Platter|Green Tea,50 RON,41,,,cancelled,2026-04-16,YYYY-MM-DD
ORD-3924,CUST-518,Elena Radu,Sushi House,Green Tea|Salmon Roll|Edamame,35 RON,0,2,LOYALTY5,completed,2026-04-18,YYYY-MM-DD
ORD-3925,CUST-530,Laura Constantinescu,BBQ Barn,Coleslaw|Cornbread|Iced Tea,24 RON,20,4,,completed,2026-04-20,YYYY-MM-DD
ORD-3926,CUST-528,Maria Popa,Sushi House,Edamame|Tuna Roll|Sashimi Platter,73 RON,49,,,completed,2026-04-24,YYYY-MM-DD
ORD-3927,CUST-525,Alexandru Dumitru,Sushi House,Edamame,12 RON,23,4,SAVE20,completed,2026-04-11,YYYY-MM-DD
ORD-3928,CUST-515,Vlad Dima,BBQ Barn,BBQ Ribs,55 RON,36,2,SAVE20,completed,2026-04-07,YYYY-MM-DD
ORD-3929,CUST-531,Vlad Dima,Sushi House,Sashimi Platter|Green Tea|Edamame,62 RON,60,2,,completed,2026-04-14,YYYY-MM-DD
ORD-3930,CUST-543,Stefan Iorga,Pizza Palace,Pepperoni Pizza|Breadsticks,50 RON,fast,4,,completed,2026-04-02,YYYY-MM-DD
ORD-3931,CUST-508,Stefan Iorga,DESSERT DEN,brownie,15.00RON,31,4,,,2026-04-21,YYYY-MM-DD
ORD-3932,CUST-525,Ioana Marin,Salad Station,Fresh Juice|Quinoa Bowl,40 RON,29,4,SUPERFREE,completed,2026-04-25,YYYY-MM-DD
ORD-3933,CUST-549,Ioana Marin,Sushi House,Miso Soup|Salmon Roll,28 RON,20,5,,completed,2026-04-15,YYYY-MM-DD
ORD-3934,CUST-539,Elena Radu,Curry Corner,Mango Lassi|Chicken Tikka,44 RON,26,,,completed,2026-04-04,YYYY-MM-DD
ORD-3935,CUST-550,Vlad Dima,Burger Planet,Cola,8 RON,55,5,WELCOME10,completed,2026-04-01,YYYY-MM-DD
ORD-3936,CUST-528,Ruxandra Mihail,Taco Fiesta,Guacamole,12 RON,27,3,LOYALTY5,completed,2026-04-02,YYYY-MM-DD
ORD-3937,CUST-544,,Pasta Paradise,Tiramisu,18 RON,53,2,,completed,2026-05-01,YYYY-MM-DD
ORD-3938,CUST-509,Carmen Ungureanu,Salad Station,Caesar Salad,22 RON,150,4,,completed,2026-04-04,YYYY-MM-DD
ORD-3939,CUST-534,Elena Radu,Burger Planet,Chicken Burger,28 RON,44,3,SAVE20,completed,2026-04-15,YYYY-MM-DD
ORD-3940,CUST-515,Bogdan Florea,Pizza Palace,Cola|Caesar Salad|Margherita Pizza,65 RON,,,,cancelled,2026-04-11,YYYY-MM-DD
ORD-3941,CUST-503,Ana Popescu,BBQ Barn,Iced Tea|Coleslaw|Pulled Pork,58 RON,23,2,,completed,2026-04-07,YYYY-MM-DD
ORD-3942,CUST-518,Ioana Marin,Wok Express,Fried Rice,18 RON,29,4,,completed,2026-04-11,YYYY-MM-DD
ORD-3943,CUST-530,Elena Radu,Curry Corner,Chicken Tikka,32 RON,,,,cancelled,2026-04-08,YYYY-MM-DD
ORD-3944,CUST-546,Vlad Dima,Burger Planet,Fries|Double Burger,,48,,,cancelled,2026-04-27,YYYY-MM-DD
ORD-3945,CUST-504,Alexandru Dumitru, Dessert Den , Cheesecake,20.00RON,59,3,,completed,2026-13-45,invalid
ORD-3946,CUST-533,Andrei Stan,Dessert Den,Cheesecake|Ice Cream Sundae,38 RON,27,5,SAVE20,completed,2026-04-27,YYYY-MM-DD
ORD-3947,CUST-544,Ana Popescu,BBQ Barn,Coleslaw|BBQ Ribs,65 RON,28,5,SAVE20,completed,2026-04-28,YYYY-MM-DD
ORD-3948,CUST-534,Vlad Dima,Sushi House,Miso Soup,10 RON,50,,SAVE20,cancelled,2026-04-26,YYYY-MM-DD
ORD-3949,CUST-537,,Dessert Den,Coffee,8 RON,55,2,LOYALTY5,completed,2026-04-26,YYYY-MM-DD
ORD-3950,CUST-502,Ana Popescu,Pasta Paradise,Spaghetti Carbonara,38 RON,43,2,,completed,2026-04-09,YYYY-MM-DD
ORD-3951,CUST-507,Carmen Ungureanu,Pasta Paradise,Fettuccine Alfredo,36 RON,30,excellent,,completed,2026-04-05,YYYY-MM-DD
ORD-3952,CUST-509,Andrei Stan,Wok Express,Green Tea|Dumplings,21 RON,41,3,FIRSTORDER,completed,2026-04-30,YYYY-MM-DD
ORD-3953,CUST-524,Stefan Iorga,Sushi House,Green Tea,5 RON,54,1,,completed,2026-04-14,YYYY-MM-DD
ORD-3954,CUST-517,Ana Popescu,Salad Station,Greek Salad,20 RON,34,1,,completed,2026-04-17,YYYY-MM-DD
ORD-3926,CUST-538,Diana Voinea,Wok Express,Kung Pao Chicken|Fried Rice|Spring Rolls,66 RON,45,5,,completed,2026-04-05,YYYY-MM-DD
ORD-3956,CUST-550,Stefan Iorga,Dessert Den,Coffee|Brownie|Cheesecake,43 RON,32,3,,completed,2026-04-14,YYYY-MM-DD
ORD-3957,CUST-530,Mihai Ionescu,Sushi House,Miso Soup|Sashimi Platter|Edamame,67 RON,34,5,,completed,2026-04-30,YYYY-MM-DD
ORD-3958,CUST-517,Bogdan Florea,Salad Station,Fruit Cup|Fresh Juice|Greek Salad,,170,4,,completed,2026-04-08,YYYY-MM-DD
ORD-3959,CUST-528,Ioana Marin,Taco Fiesta,Nachos|Limeade,25 RON,50,2,,completed,2026-04-29,YYYY-MM-DD
ORD-3960,CUST-547,Ioana Marin,Dessert Den,Coffee,8 RON,47,,,completed,2026-04-30,YYYY-MM-DD
ORD-3961,CUST-550,Laura Constantinescu,  pizza palace  ,Breadsticks ,10 RON,50,1,,completed,not-a-date,invalid
ORD-3962,CUST-527,Stefan Iorga, Pizza Palace ,caesar salad|pepperoni pizza|cola,70 RON,60,3,,completed,not-a-date,invalid
ORD-3963,CUST-531,Bogdan Florea,Pasta Paradise,Tiramisu,18 RON,34,1,,completed,2026-04-08,YYYY-MM-DD
ORD-3964,CUST-513,Alexandru Dumitru,  sushi house  ,salmon roll|  Edamame  ,30.00RON,40,5,,,2026-04-08,YYYY-MM-DD
ORD-3965,CUST-538,,BBQ Barn,Coleslaw,10 RON,44,five,LOYALTY5,completed,2026-04-02,YYYY-MM-DD
ORD-3966,CUST-502,Stefan Iorga,CURRY CORNER,  Chicken Tikka  |samosa|  Lamb Biryani  ,RON 80,31,3,LOYALTY5 ,completed,05-04-2026,DD-MM-YYYY
ORD-3967,CUST-534,Laura Constantinescu, Salad Station ,quinoa bowl|Fresh Juice ,40 RON,,,welcome10, cancelled,,missing
ORD-3968,CUST-539,Ruxandra Mihail,Dessert Den,Brownie,15 RON,27,2,FIRSTORDER,completed,2026-04-15,YYYY-MM-DD
ORD-3969,CUST-504,Carmen Ungureanu,  wok express  ,dumplings|Kung Pao Chicken,50 RON,28,2, FIRSTORDER,,2026-05-01,YYYY-MM-DD
ORD-3970,CUST-512,,Taco Fiesta,Beef Taco|Nachos|Salsa,39 RON,60,3,FIRSTORDER,completed,2026-04-27,YYYY-MM-DD
ORD-3971,CUST-531,Maria Popa,Wok Express,Spring Rolls,14 RON,47,2,LOYALTY5,completed,2026-04-28,YYYY-MM-DD
ORD-3972,CUST-540,Cristian Matei,Wok Express,Kung Pao Chicken|Spring Rolls|Green Tea,53 RON,32,5,,completed,2026-04-14,YYYY-MM-DD
ORD-3973,CUST-530,Andrei Stan,Burger Planet,Onion Rings|Milkshake|Double Burger,61 RON,25,2,,completed,2026-04-03,YYYY-MM-DD
ORD-3157,CUST-539,Diana Voinea,Taco Fiesta,Nachos|Salsa,24 RON,35,1,,completed,2026-04-14,YYYY-MM-DD
ORD-3975,CUST-530,Ioana Marin,Wok Express,Spring Rolls|Green Tea|Dumplings,N/A,60,4,SAVE20,completed,2026-04-28,YYYY-MM-DD
ORD-3976,CUST-521,Andrei Stan,Curry Corner,Naan Bread|Lamb Biryani|Samosa,56 RON,56,5,,completed,2026-04-29,YYYY-MM-DD
ORD-3977,CUST-532,Cristian Matei,Dessert Den,Chocolate Cake,22 RON,,,,cancelled,2026-04-09,YYYY-MM-DD
ORD-3978,CUST-535,Diana Voinea,Burger Planet,Onion Rings|Milkshake|Chicken Burger,57 RON,45,1,WELCOME10,completed,2026-04-18,YYYY-MM-DD
ORD-3979,CUST-536,Stefan Iorga,Dessert Den,Coffee,8 RON,24,3,,completed,2026-04-24,YYYY-MM-DD
ORD-3980,CUST-544,Bogdan Florea,PIZZA PALACE, Cola|Breadsticks,N/A,,5, WELCOME10,completed,16-04-2026,DD-MM-YYYY
ORD-3981,CUST-507,Andrei Stan,Pizza Palace,Pepperoni Pizza|Caesar Salad|Margherita Pizza,97 RON,23,,,completed,2026-04-10,YYYY-MM-DD
ORD-3982,CUST-529,Ana Popescu,Salad Station,Fruit Cup|Caesar Salad|Fresh Juice,49 RON,34,,,cancelled,2026-04-16,YYYY-MM-DD
ORD-3983,CUST-526,Diana Voinea,Pizza Palace,Garlic Dip|Cola,16 RON,32,,,completed,2026-04-07,YYYY-MM-DD
ORD-3984,CUST-529,Alexandru Dumitru,Taco Fiesta,Nachos|Limeade|Salsa,31 RON,44,,,cancelled,2026-04-25,YYYY-MM-DD
ORD-3985,CUST-504,Maria Popa,Wok Express,Green Tea|Fried Rice|Kung Pao Chicken,57 RON,,,,cancelled,2026-04-12,YYYY-MM-DD
ORD-3986,CUST-536,Andrei Stan,Salad Station,Fresh Juice|Greek Salad,32 RON,30,1,,completed,2026-04-03,YYYY-MM-DD
ORD-3987,CUST-540,Vlad Dima,Wok Express,Spring Rolls|Green Tea|Fried Rice,37 RON,60,2,,completed,2026-04-29,YYYY-MM-DD
ORD-3988,CUST-549,Andrei Stan,Curry Corner,Mango Lassi|Lamb Biryani|Samosa,,45,,WELCOME10,refunded,2026-04-20,YYYY-MM-DD
ORD-3989,CUST-542,Ruxandra Mihail,sushi house, Salmon Roll|  Tuna Roll  |Edamame,46.00RON,37,3,,completed,2026-04-18,YYYY-MM-DD
ORD-3990,CUST-539,Ana Popescu,BBQ Barn,Cornbread|Pulled Pork|Coleslaw,60 RON,41,5,,completed,2026-04-17,YYYY-MM-DD
ORD-3991,CUST-535,Cristian Matei,Sushi House,Tuna Roll,16 RON,26,,,cancelled,2026-04-04,YYYY-MM-DD
ORD-3992,CUST-550,Ioana Marin,Burger Planet,Double Burger|Cheeseburger|Cola,65 RON,48,,,completed,2026-05-01,YYYY-MM-DD
ORD-3993,CUST-528,Ana Popescu,Pizza Palace,Margherita Pizza|Breadsticks,45 RON,29,2,,completed,2026-04-20,YYYY-MM-DD
ORD-1379,CUST-538,Vlad Dima,SALAD STATION ,Fruit Cup|  Greek Salad  ,RON 35,35,2,,completed,01-04-2026,DD-MM-YYYY
ORD-3995,CUST-532,Diana Voinea,SALAD STATION ,Fruit Cup |caesar salad, 37 ,26,5,firstorder,completed,,missing
ORD-3996,CUST-541,Ruxandra Mihail,Dessert Den,Coffee|Ice Cream Sundae|Brownie,41 RON,,,SUPERFREE,refunded,2026-04-03,YYYY-MM-DD
ORD-3997,CUST-509,Vlad Dima,Salad Station,Greek Salad|Fruit Cup|Fresh Juice,47 RON,43,2,,completed,2026-04-10,YYYY-MM-DD
ORD-3998,CUST-539,Andrei Stan,BBQ Barn,Coleslaw|Iced Tea,N/A,30,5,,completed,2026-04-06,YYYY-MM-DD
ORD-3999,CUST-543,Vlad Dima,Pasta Paradise,Spaghetti Carbonara|Fettuccine Alfredo,74 RON,,,FIRSTORDER,cancelled,2026-04-05,YYYY-MM-DD
ORD-4000,CUST-530,Carmen Ungureanu,BBQ Barn,Coleslaw|Cornbread|Pulled Pork,60 RON,58,1,FIRSTORDER,completed,2026-04-05,YYYY-MM-DD
ORD-4001,CUST-506,Stefan Iorga,Wok Express,Kung Pao Chicken,34 RON,fast,,,completed,2026-04-28,YYYY-MM-DD
ORD-4002,CUST-524,Andrei Stan,Salad Station,Fresh Juice,12 RON,57,4,,completed,2026-04-29,YYYY-MM-DD
ORD-4003,CUST-507,Carmen Ungureanu,Curry Corner,Naan Bread|Lamb Biryani,46 RON,54,,,refunded,2026-04-08,YYYY-MM-DD
ORD-4004,CUST-502,Andrei Stan,salad station,  Fruit Cup  |  Caesar Salad  ,,31,,LOYALTY5 ,done,25-04-2026,DD-MM-YYYY
ORD-4005,CUST-506,Cristian Matei,Sushi House,Salmon Roll,18 RON,34,,,completed,2026-04-16,YYYY-MM-DD
ORD-4006,CUST-519,Cristian Matei,Wok Express,Kung Pao Chicken,34 RON,26,3,,completed,2026-05-01,YYYY-MM-DD
ORD-4007,CUST-526,Alexandru Dumitru,BBQ Barn,Coleslaw|BBQ Ribs,65 RON,50,,WELCOME10,completed,2026-04-20,YYYY-MM-DD
ORD-2148,CUST-517,Cristian Matei,BBQ Barn,Coleslaw|Pulled Pork,52 RON,50,5,,completed,2026-04-04,YYYY-MM-DD
ORD-4009,CUST-543,Elena Radu,WOK EXPRESS,Fried Rice |Green Tea ,23 RON,37,1,,completed,not-a-date,invalid
ORD-4010,CUST-541,Diana Voinea,  pasta paradise  ,Spaghetti Carbonara|  Fettuccine Alfredo  | Tiramisu,RON 92,23,,firstorder,cancelled,not-a-date,invalid
ORD-4011,CUST-543,Diana Voinea,WOK EXPRESS,Fried Rice | Spring Rolls|green tea,37.00RON,245,3,, completed,04-04-2026,DD-MM-YYYY
ORD-4012,CUST-515,Alexandru Dumitru,Curry Corner,Lamb Biryani|Samosa|Naan Bread,56 RON,256,,,completed,2026-04-29,YYYY-MM-DD
ORD-4013,CUST-503,Mihai Ionescu,Wok Express,Fried Rice,18 RON,60,4,,completed,2026-04-05,YYYY-MM-DD
ORD-4014,CUST-524,Cristian Matei,burger planet,Cheeseburger | Double Burger,57 RON,38,,,cancelled,not-a-date,invalid
